album,popularity,artist,name,duration_ms,explicit,release_date,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
3 Th3 Album,32,Not3s,Sugar,175104,True,2021-08-27,0.643,0.534,-6.151,0.122,0.0346,2.36e-05,0.103,0.597,202.02
3 Th3 Album,34,Not3s,Unbothered,208663,True,2021-08-27,0.49,0.519,-6.779,0.357,0.097,0.000139,0.103,0.709,187.991
3 Th3 Album,30,Not3s,Stop It (feat. Suspect),170265,True,2021-08-27,0.824,0.521,-5.175,0.326,0.0994,5.18e-05,0.0741,0.214,130.891
3 Th3 Album,27,Not3s,Pray3rlud3,149018,True,2021-08-27,0.442,0.475,-9.089,0.0608,0.688,0.0,0.13,0.371,61.881
3 Th3 Album,37,Not3s,Mentions,166950,True,2021-08-27,0.728,0.553,-5.863,0.0551,0.0804,0.0146,0.114,0.435,139.846
Screen Violence,45,CHVRCHES,Asking For A Friend,304675,False,2021-08-27,0.442,0.668,-7.488,0.0498,0.0143,0.000282,0.105,0.255,122.853
Screen Violence,46,CHVRCHES,He Said She Said,189385,False,2021-08-27,0.574,0.625,-6.249,0.0304,0.0366,0.000243,0.114,0.281,126.923
Screen Violence,48,CHVRCHES,California,248147,False,2021-08-27,0.525,0.888,-5.74,0.0456,0.000462,0.137,0.231,0.424,101.009
Screen Violence,43,CHVRCHES,Violent Delights,319984,False,2021-08-27,0.199,0.905,-4.628,0.0886,0.33,0.00315,0.128,0.37,159.8
Screen Violence,45,CHVRCHES,How Not To Drown (feat. Robert Smith),331011,False,2021-08-27,0.266,0.82,-6.498,0.0509,0.0141,0.102,0.153,0.291,86.489
Screen Violence,42,CHVRCHES,Final Girl,269640,False,2021-08-27,0.498,0.826,-5.558,0.0432,0.00293,3.61e-06,0.565,0.633,92.868
Screen Violence,49,CHVRCHES,Good Girls,199455,True,2021-08-27,0.452,0.798,-6.25,0.0582,0.00334,0.00167,0.215,0.32,173.997
Screen Violence,41,CHVRCHES,Lullabies,224602,False,2021-08-27,0.593,0.819,-5.946,0.0364,0.00208,5.88e-06,0.0803,0.723,99.992
Screen Violence,40,CHVRCHES,Nightmares,273830,False,2021-08-27,0.527,0.801,-5.96,0.0332,0.0044,0.487,0.342,0.528,136.981
Screen Violence,38,CHVRCHES,Better If You Don't,211987,False,2021-08-27,0.676,0.737,-8.086,0.035,0.0115,0.00577,0.138,0.383,119.981
Meanwhile EP,59,Gorillaz,Meanwhile (feat. Jelani Blackman & Barrington Levy),188773,True,2021-08-26,0.704,0.69,-6.805,0.0282,0.231,0.561,0.0784,0.64,140.055
Meanwhile EP,62,Gorillaz,Jimmy Jimmy (feat. AJ Tracey),183440,False,2021-08-26,0.686,0.772,-5.288,0.0523,0.493,2.44e-05,0.141,0.848,125.158
Meanwhile EP,52,Gorillaz,Déjà Vu (feat. Alicai Harley) - Live from NW10,221317,False,2021-08-26,0.666,0.583,-7.403,0.152,0.0242,9.8e-05,0.815,0.671,82.99
Solar Power,53,Lorde,The Path,221241,False,2021-08-20,0.611,0.597,-8.052,0.0463,0.436,0.0,0.105,0.0984,92.021
Solar Power,61,Lorde,Solar Power,192621,False,2021-08-20,0.735,0.47,-9.405,0.1,0.266,0.000105,0.32,0.897,87.971
Solar Power,53,Lorde,California,191881,False,2021-08-20,0.448,0.406,-11.214,0.0948,0.804,1.13e-06,0.28,0.561,185.377
Solar Power,58,Lorde,Stoned at the Nail Salon,266432,False,2021-08-20,0.466,0.113,-13.325,0.0414,0.947,7.53e-05,0.0986,0.104,125.369
Solar Power,51,Lorde,Fallen Fruit,238033,False,2021-08-20,0.478,0.284,-12.11,0.0312,0.931,0.0103,0.175,0.0986,124.874
Solar Power,53,Lorde,Secrets from a Girl (Who's Seen it All),218659,False,2021-08-20,0.652,0.517,-9.893,0.0422,0.6,1.12e-05,0.119,0.602,87.963
Solar Power,49,Lorde,The Man with the Axe,255890,False,2021-08-20,0.544,0.114,-16.061,0.0337,0.95,9.4e-06,0.169,0.142,78.024
Solar Power,49,Lorde,Dominoes,123147,False,2021-08-20,0.643,0.286,-16.157,0.314,0.946,8.2e-06,0.117,0.657,158.632
Solar Power,49,Lorde,Big Star,167044,False,2021-08-20,0.325,0.0471,-20.674,0.0493,0.973,2.22e-05,0.207,0.282,173.004
Solar Power,47,Lorde,Leader of a New Regime,93414,False,2021-08-20,0.309,0.12,-16.892,0.0301,0.924,3.43e-06,0.232,0.118,168.712
Solar Power,60,Lorde,Mood Ring,225862,False,2021-08-20,0.709,0.459,-11.193,0.0654,0.432,6.29e-06,0.23,0.377,95.014
Solar Power,49,Lorde,Oceanic Feeling,399583,False,2021-08-20,0.388,0.34,-14.093,0.0521,0.855,0.000524,0.119,0.191,171.946
